loop_id,status,preserved,candidate_commit,parent_commit,baseline_commit,artifact,correctness_recorded,level1_decision,level1_forward_backward_improvement_pct,level2_baseline_median_tps,level2_candidate_median_tps,level2_improvement_pct,trainer_evaluated,quality_evaluated,statistically_confirmed,next
attempt-00082-group-boundary-store,bitwise_exact_group_boundary_store_subthreshold,true,2eeb942aab9492e91b12a79dfcfb8bd7ef2eda41,,8cfff8e89f994c038d01566f2ae9b0c1626d959e,runs/kda-cuda-development/attempt-00082-group-boundary-store-level1,true,do_not_advance,0.268617,,,,,false,false,retain attempt 77; folding group-boundary copies is correct and slightly smaller but does not clear the 3% Level-1 gate
attempt-00083-pair-wmma-vjp,accepted_development_baseline,true,17dc8f662e1fea264aa7a42423ebfc5353623361,,8cfff8e89f994c038d01566f2ae9b0c1626d959e,runs/kda-cuda-development/attempt-00083-pair-wmma-level2-valid-001,true,advance,5.815715,,,1.953411,,false,false,"use attempt 83 as the development baseline; profile forward WMMA, group-boundary WMMA, pair transforms, and the fused pair-WMMA plus ordered-accumulation path"
attempt-00084-build-pair-wmma,accepted_development_baseline,true,af8d2198e75bb7977b2448b6f516e8185bf44ffd,,17dc8f662e1fea264aa7a42423ebfc5353623361,runs/kda-cuda-development/attempt-00084-build-pair-wmma-level2,true,advance,10.633271,,,3.755147,,false,false,"use attempt 84 as the development baseline; target the forward WMMA scan, group-boundary WMMA, and the fused pair-WMMA plus ordered-accumulation path"
attempt-00085-warp-output-store,bitwise_exact_warp_output_store_subthreshold,true,f1c67f4a78ecca9f9cc4ad2fe56c3e00ab62c2d2,,af8d2198e75bb7977b2448b6f516e8185bf44ffd,runs/kda-cuda-development/attempt-00085-warp-output-level1,true,do_not_advance,0.210532,,,,,false,false,retain attempt 84; removing the leading output-store CTA barrier is correct but does not clear the 3% Level-1 gate
attempt-00086-persistent-build-solve,tolerance_correct_build_solve_level2_subthreshold,true,8ce6d2ad8b1f5cf43e2477f5a111b947442d2d6e,,af8d2198e75bb7977b2448b6f516e8185bf44ffd,runs/kda-cuda-development/attempt-00086-build-solve-level2,true,advance,3.889448,,,0.401846,,false,false,retain attempt 84; use the profile and offline FlashKDA dataflow to target repeated FP32-to-BF16 operand conversion in the persistent forward scan
attempt-00087-prepack-scan-bf16,bitwise_output_prepack_strategy_rejected,true,a36b0474d5111471731cf9c69940c764181ef921,,af8d2198e75bb7977b2448b6f516e8185bf44ffd,runs/kda-cuda-development/attempt-00087-prepack-level1,true,do_not_advance,-3.318078,,,,,false,false,"retain attempt 84; preserve the measured 0.426 ms scan reduction but replace the 0.320 ms shared-memory compaction pass with direct packing into dead forward buffers, then compose with persistent build/solve"
attempt-00088-direct-prepack-build-solve,bitwise_output_direct_prepack_subthreshold,true,eeb08e6c927b43ccc6bdce5019b885edaef0bf4e,,af8d2198e75bb7977b2448b6f516e8185bf44ffd,runs/kda-cuda-development/attempt-00088-direct-prepack-level1,true,do_not_advance,1.789004,,,,,false,false,retain attempt 84; test BF16 inter-chunk state as a separate FlashKDA-derived axis on top of the correct direct-pack/build-solve path
attempt-00089-bf16-interchunk-state,bitwise_output_bf16_state_level2_subthreshold,true,5feae8573343c69d41bc7c2eeabb166244d414e6,,af8d2198e75bb7977b2448b6f516e8185bf44ffd,runs/kda-cuda-development/attempt-00089-bf16-state-level2,true,advance,3.823557,,,0.631792,,false,false,"retain attempt 84; the FlashKDA-derived forward boundary is correct but Level-2 sub-threshold, so return to group-boundary and pair-VJP backward structure"
attempt-00090-bf16-group-operands,bitwise_exact_bf16_group_operands_subthreshold,true,49d7096e72b4f373aa693d9f28a9afac94a53a91,,af8d2198e75bb7977b2448b6f516e8185bf44ffd,runs/kda-cuda-development/attempt-00090-bf16-group-operands-level1,true,do_not_advance,1.532381,,,,,false,false,"retain attempt 84; prepacking repeated group-boundary WMMA operands is bitwise exact and directionally positive but misses the frozen Level-1 gate, so seek a larger backward fusion that also removes shared staging or launch traffic"
attempt-00091-persistent-reverse-group,accepted_development_baseline,true,41858b66f7cf982007bdf11918efa2b8d99113fe,,af8d2198e75bb7977b2448b6f516e8185bf44ffd,runs/kda-cuda-development/attempt-00091-persistent-reverse-level2,true,advance,9.653668,,,3.395847,,false,false,"use attempt 91 as the accepted development baseline; profile-guided targets are forward WMMA, group-boundary WMMA, and pair WMMA plus ordered accumulation, while preserving the persistent reverse recurrence"
attempt-00092-bf16-group-recurrence,tolerance_correct_bf16_group_recurrence_rejected,true,82b397b1f4492b8d412d78514918ef9701776b3c,,41858b66f7cf982007bdf11918efa2b8d99113fe,runs/kda-cuda-development/attempt-00092-bf16-group-recurrence-level1,true,do_not_advance,-1.389216,,,,,false,false,"retain attempt 91; BF16-resident group-boundary state plus once-packed operands is tolerance-correct but slower, so preserve FP32 local group state and avoid composing the rejected preparation path"
attempt-00093-fused-group-producer,tolerance_correct_fused_group_producer_level2_subthreshold,true,3cc6ef841365dfd8411be964713ef5e90ff90077,,41858b66f7cf982007bdf11918efa2b8d99113fe,runs/kda-cuda-development/attempt-00093-fused-group-producer-level2,true,advance,4.214230,,,0.969399,,false,false,"retain attempt 91; the ownership-aligned fused T@P/T@Q producer removes group copies and BMM launches but is Level-2 subthreshold, so target a larger end-to-end fusion or forward path that moves at least 2% model throughput"
attempt-00094-c16-forward,tolerance_correct_c16_forward_rejected,true,6ba89593979ee6e19980c088dc4387e56c5cb059,,41858b66f7cf982007bdf11918efa2b8d99113fe,runs/kda-cuda-development/attempt-00094-c16-forward-level1,true,do_not_advance,-22.859466,,,,,false,false,"retain attempt 91; C16 alone is tolerance-correct but severely regresses forward+backward, confirming that FlashKDA's transferable advantage is its fused two-kernel pipeline and register-resident dataflow rather than chunk size in isolation"
attempt-00095-postreverse-vjp-wmma,tolerance_correct_postreverse_vjp_level2_subthreshold,true,9da42195c4a7853ea8bf7eae2c21ecfeaf5ea35f,,41858b66f7cf982007bdf11918efa2b8d99113fe,runs/kda-cuda-development/attempt-00095-postreverse-vjp-level2,true,advance,4.985852,,,1.593298,,false,false,"retain attempt 91; the full post-reverse VJP fusion is correct and removes 80 GEMMs per iteration but its 48-KiB one-CTA-per-chunk schedule is Level-2 subthreshold, so preserve the algebra and redesign row-tile ownership for greater CTA parallelism"
attempt-00096-rowtile-postreverse-vjp,tolerance_correct_rowtile_postreverse_level1_rejected,true,94a3a1d11baf93809fe775a4498a4c9f3becff64,,41858b66f7cf982007bdf11918efa2b8d99113fe,runs/kda-cuda-development/attempt-00096-rowtile-postreverse-level1,true,do_not_advance,-2.378638,,,,,false,false,"retain attempt 91; fine-grained row-tile CTA ownership is correct but operand rereads and four launches outweigh added parallelism, so test an intermediate multi-row CTA schedule or fuse post-reverse VJP work into the persistent reverse kernel"
attempt-00097-twocta-postreverse-vjp,tolerance_correct_twocta_postreverse_level2_subthreshold,true,3c59d55ef4825f9c2133191383899ea1c70790aa,,41858b66f7cf982007bdf11918efa2b8d99113fe,runs/kda-cuda-development/attempt-00097-twocta-postreverse-level2,true,advance,5.214818,,,0.812909,,false,false,"retain attempt 91; the dependency-safe two-owner midpoint is correct but three phases total 0.764 ms per iteration and remain slower than attempt 95's 0.755-ms single fused kernel, so stop row-owner subdivision and target persistent-kernel fusion or a forward/pair dataflow boundary"
attempt-00098-fused-residual-solve-forward,tolerance_correct_fused_residual_solve_level1_rejected,true,aa14dadf71afac2283e5063986410346514f4d69,,41858b66f7cf982007bdf11918efa2b8d99113fe,runs/kda-cuda-development/attempt-00098-fused-residual-solve-level1,true,do_not_advance,1.620925,,,,,false,false,"retain attempt 91; reassociation removes U/W and 3.94% peak allocation but a shared-memory residual handoff leaves forward flat and violates the short-sequence guard, so only revisit with a register-fragment handoff that directly feeds the T MMA"
attempt-00099-register-u-forward,tolerance_correct_register_u_level1_rejected,true,65c2be729d6bb9f09930fdf397f5328d16dbaca6,,41858b66f7cf982007bdf11918efa2b8d99113fe,runs/kda-cuda-development/attempt-00099-register-u-level1,true,do_not_advance,-1.836698,,,,,false,false,"retain attempt 91; register accumulation removes U and improves isolated forward 1.40% but regresses production forward+backward 1.84%, so keep the efficient global TP BMM and close this partial-fusion boundary"
attempt-00100-colored-pair-vjp,tolerance_correct_colored_pair_vjp_development_baseline,true,272d55aeb8a3e28823aea622ce399cb2b9760a6b,,41858b66f7cf982007bdf11918efa2b8d99113fe,runs/kda-cuda-development/attempt-00100-colored-pair-level2,true,advance,7.981654,,,2.370289,,false,false,use attempt 100 as the accepted development baseline; compose its conflict-free colored pair VJP with a redesigned full WY/UT backward that removes the remaining 130 generic GEMMs and fuses group-boundary/reverse work without recreating the rejected one-CTA post-reverse bottleneck
attempt-00101-persistent-reverse-init,tolerance_correct_persistent_reverse_init_level1_rejected,true,8ed2b03147fe3d98aa33aff4d076576ac4909271,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00101-persistent-reverse-init-level1,true,do_not_advance,0.859696,,,,,false,false,"retain attempt 100; fusing A-transpose-dO and R-transpose-dO into the persistent reverse scan removes one full state allocation but serializes extra WMMA phases, so keep these initial products in generic GEMMs and target a broader parallel row-owner VJP or group-boundary/build-pair fusion"
attempt-00102-group-producer-pack,tolerance_correct_group_producer_pack_level1_subthreshold,true,bf4b6146fe839092f1d24fa72d1f1d9dd5ccdf31,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00102-group-producer-pack-level1,true,do_not_advance,2.945121,,,,,false,false,"retain attempt 100; the 40-KiB dual-WY group producer plus R/E/dO packing is correct and a 2.945% near miss, but it does not meet the frozen Level-1 gate; test shared-lifetime reuse once, then close the axis without retesting"
attempt-00103-group-producer-reuse,tolerance_correct_group_producer_reuse_level1_rejected,true,c9835a92d7772a8bd75e4f6b8c9002448f4f1a09,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00103-group-producer-reuse-level1,true,do_not_advance,2.299510,,,,,false,false,"retain attempt 100; reducing producer shared storage from 40 to 24 KiB by serial P/Q staging lowers performance, so preserve the dual-MMA schedule and avoid an added CTA-wide phase"
attempt-00104-group-producer-forward-e,tolerance_correct_group_producer_forward_e_level1_subthreshold,true,a5743b2d457600de46fe8e87c1130cafe60eaa74,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00104-group-producer-forward-e-level1,true,do_not_advance,2.734441,,,,,false,false,"retain attempt 100; skipping unused forward R packing is correct but does not move the group-producer composition across the Level-1 gate, so close this micro-axis and return to a larger parallel WY/UT VJP design"
attempt-00105-vector-consumer-vjp,tolerance_correct_vector_consumer_vjp_level1_subthreshold,true,089a7a733c784f9274093df028f3f75dbd5ff1fe,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00105-vector-consumer-level1,true,do_not_advance,2.243716,,,,,false,false,"retain attempt 100; direct vector-output consumption removes four FP32 workspaces and improves peak allocation 3.31%, but eight 24-KiB value-column CTAs repeatedly stage the same left operands and miss the Level-1 gate; pursue a warp-specialized multi-value-tile CTA or a complete fragment-resident forward pipeline instead of further workspace-only subdivision"
attempt-00106-dual-value-consumer-vjp,tolerance_correct_dual_value_consumer_level1_rejected,true,322084fb732be2f2a9fad3ce0d89222aba86f13a,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00106-dual-value-consumer-level1,true,do_not_advance,1.607316,,,,,false,false,"retain attempt 100 and close value-column ownership scaling; doubling each CTA to 32 value columns lowers CTA count and left-operand staging but the 32-KiB footprint loses more concurrency than it saves, while 64 columns would approach the already-rejected 48-KiB serialized design; move to the complete forward prepare-plus-persistent boundary"
attempt-00107-fused-forward-prepare,tolerance_correct_fused_forward_prepare_level1_rejected,true,76a789bfe59194b631c1bfd42a3f26dc902a08e3,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00107-fused-forward-prepare-level1,true,do_not_advance,0.555733,,,,,false,false,"retain attempt 100; forward preparation launch and workspace removal reduces peak allocation 3.94% but moves T4096 forward plus backward only 0.56%, showing that the remaining throughput gap is dominated by backward/recompute and broader producer-consumer boundaries rather than these two isolated forward BMM launches"
attempt-00108-bf16-state-colored-pair,bitwise_exact_bf16_state_composition_level1_rejected,true,2f866f1c16deec3663ee1c0000ee39785d2548f5,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00108-bf16-state-colored-pair-level1,true,do_not_advance,-1.542653,,,,,false,false,"retain attempt 100; BF16 inter-chunk state remains bitwise exact and improves the T4096 forward-only lane 1.90%, but does not survive the full forward-plus-backward gate and regresses that lane 1.54%; close pure state-format composition and move to a larger repeated-GEMM/launch-amortization boundary"
attempt-00109-group-major-storage,tolerance_correct_group_major_storage_level1_rejected,true,6216f4301edea1c15782c20ff706354125b524df,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00109-group-major-storage-level1,true,do_not_advance,-0.747825,,,,,false,false,"retain attempt 100; zero-copy group-major P/Q/A/T lowers peak allocation 2.33%, but applying it to forward makes the sequential recurrence jump between distant group blocks and regresses forward 3.77%; isolate the layout to the independently recomputed backward operator in attempt 110"
attempt-00110-backward-group-major,tolerance_correct_backward_group_major_level2_subthreshold,true,ca9649df05edd43110349f523c43790518ec3903,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00110-backward-group-major-level2,true,advance,5.602565,,,1.423066,,false,false,"retain attempt 100; backward-only group-major storage is sanitizer-clean and removes the packing allocation/copies, but its 1.42% matched trainer gain is below the declared 2% retention gate; use the result to motivate a larger fused backward producer-consumer boundary and revisit FlashKDA's two-stage forward pipeline only as an offline scheduling reference"
attempt-00111-group-major-producer,tolerance_correct_group_major_producer_level2_subthreshold,true,57270223521bec30b71a537e6120dd662a8fec7e,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00111-group-major-producer-level2,true,advance,5.146713,,,0.766953,,false,false,"retain attempt 100; direct group-major inputs do not rescue the 40-KiB dual-WMMA group producer, whose Level-2 gain is only 0.77%; close this composition and target a high-occupancy two-stage schedule rather than adding work to chunk-owned producer CTAs"
attempt-00112-c16-fused-prepare,tolerance_correct_c16_fused_prepare_level1_rejected,true,2d04feb6f51fee690d3261ef63c9081f83fced57,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00112-c16-fused-prepare-level1,true,do_not_advance,-23.809521,,,,,false,false,"retain attempt 100 and close C16 until the recurrence itself is redesigned; fusing all preparation removes 3.94% allocation but isolated forward improves only 0.72% while full forward-backward regresses 23.81%, proving four-times-more recurrence chunks dominate"
attempt-00113-vector-consumer-alias,tolerance_correct_vector_consumer_alias_level1_rejected,true,dbcea64a878a4f2d58c17b0c40a8206caf0bbf9e,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00113-vector-consumer-alias-level1,true,do_not_advance,1.225287,,,,,false,false,"retain attempt 100 and close scratch-alias occupancy tuning; reducing the correct 16-column vector-consumer CTA from 24 to 20 KiB preserves the 3.31% allocation benefit but improves T4096 forward-backward only 1.23%, weaker than the original 24-KiB attempt 105, so barriers and shared-memory residency are not the missing strategy-scale gain"
attempt-00114-token-parallel-preprocess,tolerance_correct_token_parallel_preprocess_level1_rejected,true,f700561aef23c803f671cdc209ece97da56abdfe,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00114-token-parallel-preprocess-level1,true,do_not_advance,-4.101952,,,,,false,false,"retain attempt 100; the one-token K1 split improves shorter forward-backward rows but launches 24576 CTAs plus a separate prefix pass and regresses T4096 by 4.10%, so FlashKDA's token-parallel principle transfers only with cooperative multi-row preparation and not this one-token schedule"
attempt-00115-four-row-preprocess,tolerance_correct_four_row_preprocess_level1_rejected,true,0e2ea2164fe34d321b0f12f3d37c4f444b3ef07e,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00115-four-row-preprocess-level1,true,do_not_advance,-1.986061,,,,,false,false,"retain attempt 100 and close split-preprocess CTA-granularity tuning; four-row cooperation halves the attempt-114 long-sequence loss but remains 1.99% slower and violates the T256 guard, so the separate decay/prefix materialization boundary itself is not competitive without a fully fused K1"
attempt-00116-complete-vjp,tolerance_correct_complete_vjp_composition_level1_rejected,true,615b181c12626991d426fa9ac1927e5ab0106b7e,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00116-complete-vjp-level1,true,do_not_advance,1.577731,,,,,false,false,retain attempt 100; close direct composition of the 48-KiB chunk-owned dense post-reverse VJP with colored pair ownership because their benefits overlap and produce only 1.58% at T4096; pursue a recurrence pipeline or a lower-residency dependency-boundary redesign rather than more post-reverse composition
attempt-00117-forward-state-fragments,bitwise_exact_forward_state_fragments_level1_rejected,true,2e0366c17bda7feb0e6d2c6ee71d11f3ff4c4875,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00117-forward-state-fragments-level1,true,do_not_advance,-4.306512,,,,,false,false,"retain attempt 100 and close whole-phase state-fragment retention; the 59-to-84 register increase and longer live range erase the removed state cast/shared reloads, so future recurrence work must pipeline short fragment lifetimes or change producer-consumer ownership"
attempt-00118-forward-tile-prefetch,bitwise_exact_sanitizer_clean_tile_prefetch_level2_rejected,true,78f327c40a5f041b61d413b1ebf74ab404d9cd02,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00118-forward-tile-prefetch-level1,true,advance,3.913709,,,0.077236,,false,false,"retain attempt 100; one-tile W/state prefetch clears Level 1 but is neutral in matched training, so do not accept it alone; any follow-up must pipeline the complete forward recurrence or reduce the 80-register footprint rather than merely extend this partial phase unchanged"
attempt-00119-forward-full-pipeline,bitwise_exact_full_forward_pipeline_t256_guard_rejected,true,fd106237ad11d828ce732c6dd5a843b637ff7de4,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00119-forward-full-pipeline-level1,true,do_not_advance,5.504676,,,,,false,false,retain attempt 100; the coherent four-phase pipeline gives a strong 5.50% T4096 forward-backward signal but violates the frozen T256 guard at 5.86% and raises the persistent kernel from 59 to 128 registers; close this exact schedule and pursue a producer-consumer pipeline with fewer simultaneously live lane arrays rather than retesting or advancing it
attempt-00120-forward-packed-a-pipeline,bitwise_exact_packed_a_pipeline_level1_rejected,true,0a8f8d5ee31758f65e048f12a1095c66241ff4c7,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00120-forward-packed-a-pipeline-level1,true,do_not_advance,-0.507426,,,,,false,false,"retain attempt 100; packing the prefetched A operand lowers the complete pipeline from 128 to 96 registers and restores the T256 guard, but A-only lookahead loses the attempt-119 long-sequence signal and regresses T4096 forward-backward 0.51%; the next coherent test is packed dual-operand lookahead across all four phases, preserving both-operand overlap with shorter BF16x2 live state"
attempt-00121-forward-packed-dual-rolled,bitwise_exact_packed_dual_pipeline_level1_subthreshold,true,02b3f66f1b66cae4ddf311013aa4c0159fa578a7,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00121-forward-packed-dual-rolled-level1,true,do_not_advance,2.530065,,,,,false,false,"retain attempt 100 and close register-lookahead forward pipelining; packed dual-operand overlap reduces the committed kernel to 96 registers and protects T256, but its 2.53% T4096 forward-backward gain misses the 3% Level-1 gate while forward-only regresses 3.18%; move to a larger forward producer-consumer boundary or the remaining backward recomputation/GEMM boundary rather than retesting this schedule"
attempt-00122-grouped-gemm-vjp,bitwise_exact_grouped_gemm_vjp_level1_rejected,true,9a0aacf5b73c269087ce5ed827c0e306cda0ef93,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00122-grouped-gemm-vjp-level1,true,do_not_advance,-1.098606,,,,,false,false,"retain attempt 100 and close grouped-library dispatch for the dense WY/UT VJP; one device pointer-materialization kernel plus four cublasSgemmGroupedBatched phases reduces host calls but regresses T4096 forward-backward 1.10%, so the next strategy must fuse computation or remove a dependency/materialization boundary rather than merely group the same GEMMs"
attempt-00123-bf16-chunk-state-history,tolerance_correct_sanitizer_clean_chunk_state_history_level2_rejected,true,ab872bd17b0b56f0185ccb1662073ab6cd2e1088,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00123-bf16-chunk-state-history-level1,true,advance,5.455894,,,-13.045797,,false,false,"retain attempt 100; compressed full chunk-state history clears correctness, sanitizers, memory, and Level 1 with a 5.46% T4096 gain, but its exact candidate-first training block regresses median throughput 13.05% and is rejected without retest; preserve the mechanism as evidence that microbenchmark state-recompute removal does not survive the full training schedule"
attempt-00124-group-workspace-reuse,bitwise_exact_group_workspace_reuse_level1_rejected,true,96b1d6f16e354ec334b382a6490a4dbfe994906b,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00124-group-workspace-reuse-level1,true,do_not_advance,1.518616,,,,,false,false,"retain attempt 100 and close isolated allocator/workspace reuse; preallocating and reusing all gather and VJP scratch across the eight serial reverse groups is bitwise exact and lowers peak allocation 0.52%, but improves T4096 forward-backward only 1.52%, below the 3% gate"
attempt-00125-async-scan-operands,bitwise_exact_sanitizer_clean_async_scan_operands_level2_subthreshold,true,6220c6573a8493161f607aff6c62e8c9735edeb3,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00125-async-scan-operands-level1-valid-001,true,advance,5.622895,,,1.931222,,false,false,"retain attempt 100; packed BF16 left operands plus a double-buffered cp.async persistent forward scan are bitwise exact, sanitizer-clean, and produce the highest absolute candidate median so far, but the exact candidate-first Level-2 gain is 1.93%, narrowly below the declared 2% retention gate; preserve the async mechanism and move to a broader warp-specialized load/store or backward dependency boundary rather than retesting this pair"
reference-attempt-00125-production-profile,attribution_only_complete,true,6220c6573a8493161f607aff6c62e8c9735edeb3,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/diagnostics/attempt-00125-production-profile,false,,,,,,,false,false,"a direct attempt-100 follow-up should eliminate or absorb the 0.437-ms BF16 pack producer while retaining the proven async scan and alias barriers; the async scan itself is 46.44% faster than attempt 100, but pack reduces the targeted net gain to 25.96%"
attempt-00126-preprocess-async-scan,production_tolerance_correct_sanitizer_clean_level2_nonfinite_invalid,true,6f1c5fd08ddf75c91415cf579890e26f17b79838,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00126-preprocess-async-scan-level1,true,advance,9.270891,,,,,false,false,"retain attempt 100; do not retest or use the apparent candidate timing because the exact Level-2 loss was non-finite from step zero. Preserve the useful producer-boundary evidence but keep pair-builder qbar/khat numerically exact in the next direct attempt-100 variant, moving only scan-ready operands into preprocess or dead storage"
attempt-00127-preprocess-qgamma,bitwise_exact_sanitizer_clean_preprocess_qgamma_level2_accepted,true,f2fa705e22fc97d2f455b4ccabcf42a6a9ab120f,,272d55aeb8a3e28823aea622ce399cb2b9760a6b,runs/kda-cuda-development/attempt-00127-preprocess-qgamma-level1-zeroed-001,true,advance,3.617881,,,2.602695,,false,false,"use f2fa705 as the accepted development baseline; preprocess-emitted qgamma plus direct BF16 A removes part of attempt125's producer cost while retaining exact FP32 pair inputs, bitwise correctness, finite training, and sanitizer cleanliness. Continue toward FLA by targeting the remaining restored-key/W producer or the backward dependency boundary without removing explicit upper-A initialization"
reference-attempt-00127-production-profile,attribution_only_complete,true,f2fa705e22fc97d2f455b4ccabcf42a6a9ab120f,,6220c6573a8493161f607aff6c62e8c9735edeb3,runs/kda-cuda-development/diagnostics/attempt-00127-production-profile,false,,,,,,,false,false,"from accepted f2fa705, test folding restored-key packing into the final pair-builder CTA while retaining a separate simple W conversion, exact FP32 pair inputs, bounded restored-key math, and explicit full-A initialization; the remaining pack is 0.28168 ms and 26.46% of scan time"
attempt-00128-final-pair-restored,output_exact_deterministic_final_pair_restored_level1_rejected,true,3751e607468e0bba48e406375c13b10e673219a4,,f2fa705e22fc97d2f455b4ccabcf42a6a9ab120f,runs/kda-cuda-development/attempt-00128-final-pair-restored-level1,true,do_not_advance,,,,,,false,false,"retain accepted attempt 127; folding restored-key packing into the final pair-builder CTA preserves exact output and deterministic gradients but regresses T4096 forward-backward 0.78%, so do not sanitize or run Level 2. The forward producer is now a diminishing-return boundary; use saved profiles to target a larger backward dependency or dense-matmul boundary."
attempt-00129-backward-bf16-e,bitwise_exact_backward_bf16_e_level1_rejected,true,c7f85ebe1ae291fc3bd2553459609d11f5ffb7aa,,f2fa705e22fc97d2f455b4ccabcf42a6a9ab120f,runs/kda-cuda-development/attempt-00129-backward-bf16-e-level1,true,do_not_advance,,,,,,false,false,"retain accepted attempt 127; BF16 E storage is bitwise exact and saves 0.385% T4096 peak allocation, but exact-E recomputation in the final VJP outweighs direct BF16 boundary loads and regresses T4096 forward-backward 1.19%. Do not retest or compose it; target launch/dependency removal without recomputing preserved FP32 intermediates."
attempt-00130-backward-group-reuse,tolerance_correct_group_major_workspace_reuse_level1_subthreshold,true,4d3e48d5aee7ed40b17650c7328a1f566f8981c7,,f2fa705e22fc97d2f455b4ccabcf42a6a9ab120f,runs/kda-cuda-development/attempt-00130-backward-group-reuse-level1,true,do_not_advance,2.847229,,,,,false,false,"retain accepted attempt 127; direct group-major P/Q/A/T plus in-place P/Q-to-R/E reuse is deterministic, tolerance-correct, saves 2.57% peak allocation, and improves T4096 forward-backward 2.847%, but misses the declared 3% Level-1 gate. Do not retest unchanged; fuse reverse P/Q recomputation with grad-output packing as a distinct wider boundary."
attempt-00131-backward-fused-inputs,tolerance_correct_backward_fused_inputs_t4096_improved_t256_guard_rejected,true,695adac9041a1c437e47ad2a719bc99d72ec20c6,,f2fa705e22fc97d2f455b4ccabcf42a6a9ab120f,runs/kda-cuda-development/attempt-00131-backward-fused-inputs-level1,true,do_not_advance,5.048939,,,,,false,false,"retain accepted attempt 127; fused reverse P/Q recomputation plus grad-output packing is deterministic, tolerance-correct, saves 2.57% peak allocation, and improves the exact T4096 forward-backward row 5.049%, but the measured unchanged generic T256 path regressed 10.187% and violates the strict guard. Do not retest unchanged or sanitize/Level2; profile and causally optimize the generic short-sequence path before composing any long-path result."
reference-attempt-00127-t256-production-profile,attribution_only_complete,true,f2fa705e22fc97d2f455b4ccabcf42a6a9ab120f,,f2fa705e22fc97d2f455b4ccabcf42a6a9ab120f,runs/kda-cuda-development/diagnostics/attempt-00127-t256-production-profile-001,false,,,,,,,false,false,"the accepted generic T256 lane spends 43.49% of measured project-kernel time in the reverse tile, 30.56% in forward recurrence, 12.97% in local replay, and 8.81% in boundary history. Test a no-workspace grouped short forward schedule first, then move to reverse/replay fusion if its CTA barriers outweigh shared invariant savings."
attempt-00132-t256-forward-group4,bitwise_exact_t256_group4_forward_guard_rejected,true,d61fd4ba751215cc47982b95e5d3c41d9a5447ec,,f2fa705e22fc97d2f455b4ccabcf42a6a9ab120f,runs/kda-cuda-development/attempt-00132-t256-forward-group4-level1,true,do_not_advance,3.703480,,,,,false,false,"retain accepted attempt 127; four-row sharing is bitwise exact and leaves allocation unchanged, but 512-thread CTA-wide barriers make T256 forward 7.929% slower even though combined forward-backward is within the 5% guard. Preserve attempt131's unaccepted long result, do not sanitize or run Level2, and test a distinct two-row/256-thread grouping before abandoning this no-workspace schedule."
